NAME_0,NAME_1
Guatemala,Quiché
Guatemala,Retalhuleu
Guatemala,Sacatepéquez
Guatemala,San Marcos
Guatemala,Santa Rosa
Guatemala,Sololá
Guatemala,Suchitepéquez
Guatemala,Totonicapán
Guatemala,Zacapa
Guernsey,Alderney
Guernsey,Castel
Guernsey,Forest
Guernsey,Saint Andrew
Guernsey,Saint Martin
Guernsey,Saint Peter Port
Guernsey,Saint Pierre du Bois
Guernsey,Saint Sampson
Guernsey,Saint Saviour
Guernsey,Sark
Guernsey,Torteval
Guernsey,Vale
Guinea-Bissau,Bafatá
Guinea-Bissau,Biombo
Guinea-Bissau,Bissau
Guinea-Bissau,Bolama
Guinea-Bissau,Cacheu
Guinea-Bissau,Gabú
Guinea-Bissau,Oio
Guinea-Bissau,Quinara
Guinea-Bissau,Tombali
Guinea,Boké
Guinea,Conakry
Guinea,Faranah
Guinea,Kankan
Guinea,Kindia
Guinea,Labé
Guinea,Mamou
Guinea,Nzérékoré
Guyana,Barima-Waini
Guyana,Cuyuni-Mazaruni
Guyana,Demerara-Mahaica
Guyana,East Berbice-Corentyne
Guyana,Essequibo Islands-West Demerara
Guyana,Mahaica-Berbice
Guyana,Pomeroon-Supenaam
Guyana,Potaro-Siparuni
Guyana,Upper Demerara-Berbice
Guyana,Upper Takutu-Upper Essequibo
Haiti,Centre
Haiti,Grand'Anse
Haiti,L'Artibonite
Haiti,Nippes
Haiti,Nord-Est
Haiti,Nord-Ouest
Haiti,Nord
Haiti,Ouest
Haiti,Sud-Est
Haiti,Sud
Heard Island and McDonald Island,
Honduras,Atlántida
Honduras,Choluteca
Honduras,Colón
Honduras,Comayagua
Honduras,Copán
Honduras,Cortés
Honduras,El Paraíso
Honduras,Francisco Morazán
Honduras,Gracias a Dios
Honduras,Intibucá
Honduras,Islas de la Bahía
Honduras,La Paz
Honduras,Lempira
Honduras,Ocotepeque
Honduras,Olancho
Honduras,Santa Bárbara
Honduras,Valle
Honduras,Yoro
Hungary,Bács-Kiskun
Hungary,Baranya
Hungary,Békés
Hungary,Borsod-Abaúj-Zemplén
Hungary,Budapest
Hungary,Csongrád
Hungary,Fejér
Hungary,Gyor-Moson-Sopron
Hungary,Hajdú-Bihar
Hungary,Heves
Hungary,Jász-Nagykun-Szolnok
Hungary,Komárom-Esztergom
Hungary,Nógrád
Hungary,Pest
Hungary,Somogy
Hungary,Szabolcs-Szatmár-Bereg
Hungary,Tolna
Hungary,Vas
Hungary,Veszprém
Hungary,Zala
Iceland,Austurland
Iceland,Höfuðborgarsvæði
Iceland,Norðurland eystra
Iceland,Norðurland vestra
Iceland,Suðurland
Iceland,Suðurnes
Iceland,Vestfirðir
Iceland,Vesturland
India,Andaman and Nicobar
India,Andhra Pradesh
India,Arunachal Pradesh
India,Assam
India,Bihar
India,Chandigarh
India,Chhattisgarh
India,Dadra and Nagar Haveli
India,Daman and Diu
India,Goa
India,Gujarat
India,Haryana
India,Himachal Pradesh
India,Jharkhand
India,Karnataka
India,Kerala
India,Lakshadweep
India,Madhya Pradesh
India,Maharashtra
India,Manipur
India,Meghalaya
India,Mizoram
India,Nagaland
India,NCT of Delhi
India,Odisha
India,Puducherry
India,Punjab
India,Rajasthan
India,Sikkim
India,Tamil Nadu
India,Telangana
India,Tripura
India,Uttar Pradesh
India,Uttarakhand
India,West Bengal
Indonesia,Aceh
Indonesia,Bali
Indonesia,Bangka Belitung
Indonesia,Banten
Indonesia,Bengkulu
Indonesia,Gorontalo
Indonesia,Jakarta Raya
Indonesia,Jambi
Indonesia,Jawa Barat
Indonesia,Jawa Tengah
Indonesia,Jawa Timur
Indonesia,Kalimantan Barat
Indonesia,Kalimantan Selatan
Indonesia,Kalimantan Tengah
Indonesia,Kalimantan Timur
Indonesia,Kalimantan Utara
Indonesia,Kepulauan Riau
Indonesia,Lampung
Indonesia,Maluku Utara
Indonesia,Maluku
Indonesia,Nusa Tenggara Barat
Indonesia,Nusa Tenggara Timur
Indonesia,Papua Barat
Indonesia,Papua
Indonesia,Riau
Indonesia,Sulawesi Barat
Indonesia,Sulawesi Selatan
Indonesia,Sulawesi Tengah
Indonesia,Sulawesi Tenggara
Indonesia,Sulawesi Utara
Indonesia,Sumatera Barat
Indonesia,Sumatera Selatan
Indonesia,Sumatera Utara
Indonesia,Yogyakarta
Iran,Alborz
Iran,Ardebil
Iran,Bushehr
Iran,Chahar Mahall and Bakhtiari
Iran,East Azarbaijan
Iran,Esfahan
Iran,Fars
Iran,Gilan
Iran,Golestan
Iran,Hamadan
Iran,Hormozgan
Iran,Ilam
Iran,Kerman
Iran,Kermanshah
Iran,Khuzestan
Iran,Kohgiluyeh and Buyer Ahmad
Iran,Kordestan
Iran,Lorestan
Iran,Markazi
Iran,Mazandaran
Iran,North Khorasan
Iran,Qazvin
Iran,Qom
Iran,Razavi Khorasan
Iran,Semnan
Iran,Sistan and Baluchestan
Iran,South Khorasan
Iran,Tehran
Iran,West Azarbaijan
Iran,Yazd
Iran,Zanjan
Iraq,Al-Anbar
Iraq,Al-Basrah
Iraq,Al-Muthannia
Iraq,Al-Qadisiyah
Iraq,An-Najaf
Iraq,Arbil
Iraq,As-Sulaymaniyah
Iraq,At-Ta'mim
Iraq,Babil
Iraq,Baghdad
Iraq,Dhi-Qar
Iraq,Dihok
Iraq,Diyala
Iraq,Karbala'
Iraq,Maysan
Iraq,Ninawa
Iraq,Sala ad-Din
Iraq,Wasit
Ireland,Carlow
Ireland,Cavan
Ireland,Clare
Ireland,Cork City
Ireland,Cork
Ireland,Donegal
Ireland,Dublin
Ireland,Galway
Ireland,Kerry
Ireland,Kildare
Ireland,Kilkenny
Ireland,Laois
Ireland,Leitrim
Ireland,Limerick
Ireland,Longford
Ireland,Louth
Ireland,Mayo
Ireland,Meath
Ireland,Monaghan
Ireland,Offaly
Ireland,Roscommon
Ireland,Sligo
Ireland,Tipperary
Ireland,Waterford
Ireland,Westmeath
Ireland,Wexford
Ireland,Wicklow
Isle of Man,Andreas
Isle of Man,Arbory & Rushen
Isle of Man,Ballaugh
Isle of Man,Braddan
Isle of Man,Bride
Isle of Man,Castletown
Isle of Man,Douglas
Isle of Man,Garff
Isle of Man,German
Isle of Man,Jurby
Isle of Man,Lezayre
Isle of Man,Malew
Isle of Man,Marown
Isle of Man,Michael
Isle of Man,Onchan
Isle of Man,Patrick
Isle of Man,Peel
Isle of Man,Port Erin
Isle of Man,Port Saint Mary
Isle of Man,Ramsey
Isle of Man,Santon
Israel,Golan
Israel,HaDarom
Israel,Haifa
Israel,HaMerkaz
Israel,HaZafon
Israel,Jerusalem
Israel,Tel Aviv
Italy,Abruzzo
Italy,Apulia
Italy,Basilicata
Italy,Calabria
Italy,Campania
Italy,Emilia-Romagna
Italy,Friuli-Venezia Giulia
Italy,Lazio
Italy,Liguria
Italy,Lombardia
Italy,Marche
Italy,Molise
Italy,Piemonte
Italy,Sardegna
Italy,Sicily
Italy,Toscana
Italy,Trentino-Alto Adige
Italy,Umbria
Italy,Valle d'Aosta
Italy,Veneto
Jamaica,Clarendon
Jamaica,Hanover
Jamaica,Kingston
Jamaica,Manchester
Jamaica,Portland
Jamaica,Saint Andrew
Jamaica,Saint Ann
Jamaica,Saint Catherine
Jamaica,Saint Elizabeth
Jamaica,Saint James
Jamaica,Saint Mary
Jamaica,Saint Thomas
Jamaica,Trelawny
Jamaica,Westmoreland
Jammu and Kashmir,Jammu and Kashmir
Japan,Aichi
Japan,Akita
Japan,Aomori
Japan,Chiba
Japan,Ehime
Japan,Fukui
Japan,Fukuoka
Japan,Fukushima
Japan,Gifu
Japan,Gunma
Japan,Hiroshima
Japan,Hokkaido
Japan,Hyōgo
Japan,Ibaraki
Japan,Ishikawa
Japan,Iwate
Japan,Kagawa
Japan,Kagoshima
Japan,Kanagawa
Japan,Kochi
Japan,Kumamoto
Japan,Kyoto
Japan,Mie
Japan,Miyagi
Japan,Miyazaki
Japan,Nagano
Japan,Naoasaki
Japan,Nara
Japan,Niigata
Japan,Oita
Japan,Okayama
Japan,Okinawa
Japan,Osaka
Japan,Saga
Japan,Saitama
Japan,Shiga
Japan,Shimane
Japan,Shizuoka
Japan,Tochigi
Japan,Tokushima
Japan,Tokyo
Japan,Tottori
Japan,Toyama
Japan,Wakayama
Japan,Yamagata
Japan,Yamaguchi
Japan,Yamanashi
Jersey,Grouville
Jersey,Saint Berlade
Jersey,Saint Clement
Jersey,Saint Helier
Jersey,Saint John
Jersey,Saint Lawrence
Jersey,Saint Martin
Jersey,Saint Mary
Jersey,Saint Ouen
Jersey,Saint Peter
Jersey,Saint Saviour
Jersey,Trinity
Jordan,Ajlun
Jordan,Amman
Jordan,Aqaba
Jordan,Balqa
Jordan,Irbid
Jordan,Jarash
Jordan,Karak
Jordan,Ma`an
Jordan,Madaba
Jordan,Mafraq
Jordan,Tafilah
Jordan,Zarqa
Kaurik,Himachal Pradesh
Kazakhstan,Almaty
Kazakhstan,Aqmola
Kazakhstan,Aqtöbe
Kazakhstan,Atyrau
Kazakhstan,East Kazakhstan
Kazakhstan,Mangghystau
Kazakhstan,North Kazakhstan
Kazakhstan,Pavlodar
Kazakhstan,Qaraghandy
Kazakhstan,Qostanay
Kazakhstan,Qyzylorda
Kazakhstan,South Kazakhstan
Kazakhstan,West Kazakhstan
Kazakhstan,Zhambyl
Kenya,Baringo
Kenya,Bomet
Kenya,Bungoma
Kenya,Busia
Kenya,Elgeyo-Marakwet
Kenya,Embu
Kenya,Garissa
Kenya,Homa Bay
Kenya,Isiolo
Kenya,Kajiado
Kenya,Kakamega
Kenya,Kericho
Kenya,Kiambu
Kenya,Kilifi
Kenya,Kirinyaga
Kenya,Kisii
Kenya,Kisumu
Kenya,Kitui
Kenya,Kwale
Kenya,Laikipia
Kenya,Lamu
Kenya,Machakos
Kenya,Makueni
Kenya,Mandera
Kenya,Marsabit
Kenya,Meru
Kenya,Migori
Kenya,Mombasa
Kenya,Murang'a
Kenya,Nairobi
Kenya,Nakuru
Kenya,Nandi
Kenya,Narok
Kenya,Nyamira
Kenya,Nyandarua
Kenya,Nyeri
Kenya,Samburu
Kenya,Siaya
Kenya,Taita Taveta
Kenya,Tana River
Kenya,Tharaka-Nithi
Kenya,Trans Nzoia
Kenya,Turkana
Kenya,Uasin Gishu
Kenya,Vihiga
Kenya,Wajir
Kenya,West Pokot
Kiribati,
Kosovo,Đakovica
Kosovo,Gnjilane
Kosovo,Kosovska Mitrovica
Kosovo,Pećki
Kosovo,Pristina
Kosovo,Prizren
Kosovo,Uroševac
Kuwait,Al Ahmadi
Kuwait,Al Farwaniyah
Kuwait,Al Jahrah
Kuwait,Al Kuwayt
Kuwait,Hawalli
Kuwait,Mubarak Al-Kabeer
Kyrgyzstan,Batken
Kyrgyzstan,Biškek
Kyrgyzstan,Chüy
Kyrgyzstan,Jalal-Abad
Kyrgyzstan,Naryn
Kyrgyzstan,Osh (city)
Kyrgyzstan,Osh
Kyrgyzstan,Talas
Kyrgyzstan,Ysyk-Köl
Laos,Attapu
Laos,Bokeo
Laos,Bolikhamxai
Laos,Champasak
Laos,Houaphan
Laos,Khammouan
Laos,Louang Namtha
Laos,Louangphrabang
Laos,Oudômxai
Laos,Phôngsali
Laos,Saravan
Laos,Savannakhét
Laos,Vientiane [prefecture]
Laos,Vientiane
Laos,Xaignabouri
Laos,Xaisômboun
Laos,Xékong
Laos,Xiangkhoang
Lapthal,Uttarakhand
Latvia,Kurzeme
Latvia,Latgale
Latvia,Riga
Latvia,Vidzeme
Latvia,Zemgale
Lebanon,Akkar
Lebanon,Baalbak - Hermel
Lebanon,Beirut
Lebanon,Bekaa
Lebanon,Mount Lebanon
Lebanon,Nabatiyeh
Lebanon,North
Lebanon,South
Lesotho,Berea
Lesotho,Butha-Buthe
Lesotho,Leribe
Lesotho,Mafeteng
Lesotho,Maseru
Lesotho,Mohale's Hoek
Lesotho,Mokhotlong
Lesotho,Qacha's Nek
Lesotho,Quthing
Lesotho,Thaba-Tseka
Liberia,Bomi
Liberia,Bong
Liberia,Gbapolu
Liberia,Grand Bassa
Liberia,Grand Cape Mount
Liberia,Grand Gedeh
Liberia,Grand Kru
Liberia,Lofa
Liberia,Margibi
Liberia,Maryland
Liberia,Montserrado
Liberia,Nimba
Liberia,River Gee
Liberia,Rivercess
Liberia,Sinoe
Libya,Al Butnan
Libya,Al Jabal al Akhdar
Libya,Al Jabal al Gharbi
Libya,Al Jifarah
Libya,Al Jufrah
Libya,Al Kufrah
Libya,Al Marj
Libya,Al Marqab
Libya,Al Wahat
Libya,An Nuqat al Khams
Libya,Az Zawiyah
Libya,Benghazi
Libya,Darnah
Libya,Ghat
Libya,Misratah
Libya,Murzuq
Libya,Nalut
Libya,Sabha
Libya,Surt
Libya,Tripoli
Libya,Wadi al Hayat
Libya,Wadi ash Shati'
Liechtenstein,Balzers
Liechtenstein,Eschen
Liechtenstein,Gamprin
Liechtenstein,Mauren
Liechtenstein,Planken
Liechtenstein,Ruggell
Liechtenstein,Schaan
Liechtenstein,Schellenberg
Liechtenstein,Triesen
Liechtenstein,Triesenberg
Liechtenstein,Valduz
Lithuania,Alytaus
Lithuania,Kauno
Lithuania,Klaipedos
Lithuania,Marijampoles
Lithuania,Panevezio
Lithuania,Šiauliai
Lithuania,Taurages
Lithuania,Telšiai
Lithuania,Utenos
Lithuania,Vilniaus
Luxembourg,Diekirch
Luxembourg,Grevenmacher
Luxembourg,Luxembourg
Madagascar,Antananarivo
Madagascar,Antsiranana
Madagascar,Fianarantsoa
Madagascar,Mahajanga
Madagascar,Toamasina
Madagascar,Toliary
Malawi,Balaka
Malawi,Blantyre
Malawi,Chikwawa
Malawi,Chiradzulu
Malawi,Chitipa
Malawi,Dedza
Malawi,Dowa
Malawi,Karonga
Malawi,Kasungu
Malawi,Likoma
Malawi,Lilongwe
Malawi,Machinga
Malawi,Mangochi
Malawi,Mchinji
Malawi,Mulanje
Malawi,Mwanza
Malawi,Mzimba
Malawi,Neno
Malawi,Nkhata Bay
Malawi,Nkhotakota
Malawi,Nsanje
Malawi,Ntcheu
Malawi,Ntchisi
Malawi,Phalombe
Malawi,Rumphi
Malawi,Salima
Malawi,Thyolo
Malawi,Zomba
Malaysia,Johor
Malaysia,Kedah
Malaysia,Kelantan
Malaysia,Kuala Lumpur
Malaysia,Labuan
Malaysia,Melaka
Malaysia,Negeri Sembilan
Malaysia,Pahang
Malaysia,Perak
Malaysia,Perlis
Malaysia,Pulau Pinang
Malaysia,Putrajaya
Malaysia,Sabah
Malaysia,Sarawak
Malaysia,Selangor
Malaysia,Trengganu
Maldives,
Mali,Bamako
Mali,Gao
Mali,Kayes
Mali,Kidal
Mali,Koulikoro
Mali,Mopti
Mali,Ségou
Mali,Sikasso
Mali,Timbuktu
Malta,Ċentrali
Malta,Għawdex
Malta,Nofsinhar
Malta,Tramuntana
Malta,Xlokk
Marshall Islands,Ailinglaplap
Marshall Islands,Ailuk
Marshall Islands,Arno
Marshall Islands,Aur
Marshall Islands,Ebon
Marshall Islands,Enewetok
Marshall Islands,Jabat
Marshall Islands,Jaluit
Marshall Islands,Kili / Bikini / Ejit
Marshall Islands,Kwajalein
Marshall Islands,Lae
Marshall Islands,Lib
Marshall Islands,Likiep
Marshall Islands,Majuro
Marshall Islands,Maloelap
Marshall Islands,Mejit
Marshall Islands,Mili
Marshall Islands,Namorik
Marshall Islands,Namu
Marshall Islands,Rongelap
Marshall Islands,Ujae
Marshall Islands,Utirik
Marshall Islands,Wotho
Marshall Islands,Wotje
Martinique,Fort-de-France
Martinique,Le Marin
Martinique,Le Trinité
Martinique,Saint-Pierre
Mauritania,Adrar
Mauritania,Assaba
Mauritania,Brakna
Mauritania,Dakhlet Nouadhibou
Mauritania,Gorgol
Mauritania,Guidimaka
Mauritania,Hodh ech Chargui
Mauritania,Hodh el Gharbi
Mauritania,Inchiri
Mauritania,Nouakchott
Mauritania,Tagant
Mauritania,Tiris Zemmour
Mauritania,Trarza
Mauritius,Agalega Islands
Mauritius,Black River
Mauritius,Flacq
Mauritius,Grand Port
Mauritius,Moka
Mauritius,Pamplemousses
Mauritius,Plaines Wilhems
Mauritius,Port Louis
Mauritius,Rivière du Rempart
Mauritius,Rodriguez
Mauritius,Saint Brandon
Mauritius,Savanne
Mayotte,Acoua
Mayotte,Bandraboua
Mayotte,Bandrele
Mayotte,Boueni
Mayotte,Chiconi
Mayotte,Chirongui
Mayotte,Dembeni
Mayotte,Dzaoudzi
Mayotte,Kani-Keli
Mayotte,Koungou
Mayotte,M'tsangamouji
Mayotte,Mamoudzou
Mayotte,Mtsamboro
Mayotte,Ouangani
Mayotte,Pamandzi
Mayotte,Sada
Mayotte,Tsingoni
México,Aguascalientes
México,Baja California Sur
México,Baja California
México,Campeche
México,Chiapas
México,Chihuahua
México,Coahuila
México,Colima
México,Distrito Federal
México,Durango
México,Guanajuato
México,Guerrero
México,Hidalgo
México,Jalisco
México,México
México,Michoacán
México,Morelos
México,Nayarit
México,Nuevo León
México,Oaxaca
México,Puebla
México,Querétaro
México,Quintana Roo
México,San Luis Potosí
México,Sinaloa
México,Sonora
México,Tabasco
México,Tamaulipas
México,Tlaxcala
México,Veracruz
México,Yucatán
México,Zacatecas
Micronesia,Chuuk
Micronesia,Kosrae
Micronesia,Pohnpei
Micronesia,Yap
Moldova,Anenii Noi
Moldova,Bălţi
Moldova,Basarabeasca
Moldova,Bender
Moldova,Briceni
Moldova,Cahul
Moldova,Calarasi
Moldova,Cantemir
Moldova,Causeni
Moldova,Chişinău
Moldova,Cimişlia
Moldova,Criuleni
Moldova,Donduseni
Moldova,Drochia
Moldova,Dubăsari
Moldova,Edineţ
Moldova,Făleşti
Moldova,Floreşti
Moldova,Găgăuzia
Moldova,Glodeni
Moldova,Hîncesti
Moldova,Ialoveni
Moldova,Leova
Moldova,Nisporeni
Moldova,Ocniţa
Moldova,Orhei
Moldova,Rezina
Moldova,Rîşcani
Moldova,Sîngerei
Moldova,Şoldăneşti
Moldova,Soroca
Moldova,Ştefan Voda
Moldova,Străşeni
Moldova,Taraclia
Moldova,Teleneşti
Moldova,Transnistria
Moldova,Ungheni
Monaco,Monaco
Mongolia,Arhangay
Mongolia,Bayan-Ölgiy
Mongolia,Bayanhongor
Mongolia,Bulgan
Mongolia,Darhan-Uul
Mongolia,Dornod
Mongolia,Dornogovi
Mongolia,Dundgovi
Mongolia,Dzavhan
Mongolia,Govi-Altay
Mongolia,Govisümber
Mongolia,Hentiy
Mongolia,Hovd
Mongolia,Hövsgöl
Mongolia,Ömnögovi
Mongolia,Orhon
Mongolia,Övörhangay
Mongolia,Selenge
Mongolia,Sühbaatar
Mongolia,Töv
Mongolia,Ulaanbaatar
Mongolia,Uvs
Montenegro,Andrijevica
Montenegro,Bar
Montenegro,Berane
Montenegro,Bijelo Polje
Montenegro,Budva
Montenegro,Cetinje
Montenegro,Danilovgrad
Montenegro,Herceg Novi
Montenegro,Kolašin
Montenegro,Kotor
Montenegro,Mojkovac
Montenegro,Nikšic
Montenegro,Plav
Montenegro,Pljevlja
Montenegro,Plužine
Montenegro,Podgorica
Montenegro,Rožaje
Montenegro,Šavnik
Montenegro,Tivat
Montenegro,Ulcinj
Montenegro,Žabljak
Montserrat,Saint Anthon
Montserrat,Saint Georges
Montserrat,Saint Peter
Morocco,Chaouia - Ouardigha
Morocco,Doukkala - Abda
Morocco,Fès - Boulemane
Morocco,Gharb - Chrarda - Béni Hssen
Morocco,Grand Casablanca
Morocco,Guelmim - Es-Semara
Morocco,Laâyoune - Boujdour - Sakia El H
Morocco,Marrakech - Tensift - Al Haouz
Morocco,Meknès - Tafilalet
Morocco,Oriental
Morocco,Rabat - Salé - Zemmour - Zaer
Morocco,Souss - Massa - Draâ
Morocco,Tadla - Azilal
Morocco,Tanger - Tétouan
Morocco,Taza - Al Hoceima - Taounate
Mozambique,Cabo Delgado
Mozambique,Gaza
Mozambique,Inhambane
Mozambique,Manica
Mozambique,Maputo City
Mozambique,Maputo
Mozambique,Nampula
Mozambique,Nassa
Mozambique,Sofala
Mozambique,Tete
Mozambique,Zambezia
Myanmar,Ayeyarwady
Myanmar,Bago
Myanmar,Chin
Myanmar,Kachin
Myanmar,Kayah
Myanmar,Kayin
Myanmar,Magway
Myanmar,Mandalay
Myanmar,Mon
Myanmar,Naypyitaw
Myanmar,Rakhine
Myanmar,Sagaing
Myanmar,Shan
Myanmar,Tanintharyi
Myanmar,Yangon
Namibia,!Karas
Namibia,Erongo
Namibia,Hardap
Namibia,Kavango
Namibia,Khomas
Namibia,Kunene
Namibia,Ohangwena
Namibia,Omaheke
Namibia,Omusati
Namibia,Oshana
Namibia,Oshikoto
Namibia,Otjozondjupa
Namibia,Zambezi
Nauru,Aiwo
Nauru,Anabar
Nauru,Anetan
Nauru,Anibare
Nauru,Baiti
Nauru,Boe
Nauru,Buada
Nauru,Denigomodu
Nauru,Ewa
Nauru,Ijuw
Nauru,Meneng
Nauru,Nibok
Nauru,Uaboe
Nauru,Yaren
Nepal,Central
Nepal,East
Nepal,Far-Western
Nepal,Mid-Western
Nepal,West
Netherlands,Drenthe
Netherlands,Flevoland
Netherlands,Fryslân
Netherlands,Gelderland
Netherlands,Groningen
Netherlands,IJsselmeer
Netherlands,Limburg
Netherlands,Noord-Brabant
Netherlands,Noord-Holland
Netherlands,Overijssel
Netherlands,Utrecht
Netherlands,Zeeland
Netherlands,Zeeuwse meren
Netherlands,Zuid-Holland
Netherlands,Zuid Hollandse Meren
New Caledonia,Îles Loyauté
New Caledonia,Nord
New Caledonia,Sud
New Zealand,Auckland
New Zealand,Bay of Plenty
New Zealand,Canterbury
New Zealand,Chatham Islands
New Zealand,Gisborne
New Zealand,Hawke's Bay
New Zealand,Manawatu-Wanganui
New Zealand,Marlborough
New Zealand,Nelson
New Zealand,Northern Islands
New Zealand,Northland
New Zealand,Otago
New Zealand,Southern Islands
New Zealand,Southland
New Zealand,Taranaki
New Zealand,Tasman
New Zealand,Waikato
New Zealand,Wellington
New Zealand,West Coast
Nicaragua,Atlántico Norte
Nicaragua,Atlántico Sur
Nicaragua,Boaco
Nicaragua,Carazo
Nicaragua,Chinandega
Nicaragua,Chontales
Nicaragua,Estelí
Nicaragua,Granada
Nicaragua,Jinotega
Nicaragua,Lago Nicaragua
Nicaragua,León
Nicaragua,Madriz
Nicaragua,Managua
Nicaragua,Masaya
Nicaragua,Matagalpa
Nicaragua,Nueva Segovia
Nicaragua,Río San Juan
Nicaragua,Rivas
Niger,Agadez
Niger,Diffa
Niger,Dosso
Niger,Maradi
Niger,Niamey
Niger,Tahoua
Niger,Tillabéry
Niger,Zinder
Nigeria,Abia
Nigeria,Adamawa
Nigeria,Akwa Ibom
Nigeria,Anambra
Nigeria,Bauchi
Nigeria,Bayelsa
Nigeria,Benue
Nigeria,Borno
Nigeria,Cross River
Nigeria,Delta
Nigeria,Ebonyi
Nigeria,Edo
Nigeria,Ekiti
Nigeria,Enugu
Nigeria,Federal Capital Territory
Nigeria,Gombe
Nigeria,Imo
Nigeria,Jigawa
Nigeria,Kaduna
Nigeria,Kano
Nigeria,Katsina
Nigeria,Kebbi
Nigeria,Kogi
Nigeria,Kwara
Nigeria,Lagos
Nigeria,Nasarawa
Nigeria,Niger
Nigeria,Ogun
Nigeria,Ondo
Nigeria,Osun
Nigeria,Oyo
Nigeria,Plateau
Nigeria,Rivers
Nigeria,Sokoto
Nigeria,Taraba
Nigeria,Yobe
Nigeria,Zamfara
Niue,
Norfolk Island,
North Korea,Chagang-do
North Korea,Hamgyŏng-bukto
North Korea,Hamgyŏng-namdo
North Korea,Hwanghae-bukto
North Korea,Hwanghae-namdo
North Korea,Kaesŏng
North Korea,Kangwŏn-do
North Korea,Kumgangsan
North Korea,P'yŏngan-bukto
North Korea,P'yŏngan-namdo
North Korea,P'yŏngyang
North Korea,Rasŏn
North Korea,Ryanggang
North Korea,Sinŭiju
North Macedonia,Aerodrom
North Macedonia,Aracinovo
North Macedonia,Berovo
North Macedonia,Bitola
North Macedonia,Bogdanci
North Macedonia,Bogovinje
North Macedonia,Bosilovo
North Macedonia,Brvenica
North Macedonia,Butel
North Macedonia,Čair
North Macedonia,Čaška
North Macedonia,Centar župa
North Macedonia,Centar
North Macedonia,Češinovo-Obleševo
North Macedonia,Čučer Sandevo
North Macedonia,Debar
North Macedonia,Debarca
North Macedonia,Delčevo
North Macedonia,Demir Hisar
North Macedonia,Demir Kapija
North Macedonia,Dolneni
North Macedonia,Gazi Baba
North Macedonia,Gevgelija
North Macedonia,Gjorče Petrov
North Macedonia,Gostivar
North Macedonia,Gradsko
North Macedonia,Ilinden
North Macedonia,Jegunovtse
North Macedonia,Karbinci
North Macedonia,Karpoš
North Macedonia,Kavadartsi
North Macedonia,Kičevo
North Macedonia,Kisela Voda
North Macedonia,Kočani
North Macedonia,Konče
North Macedonia,Kratovo
North Macedonia,Kriva Palanka
North Macedonia,Krivogaštani
North Macedonia,Kruševo
North Macedonia,Kumanovo
North Macedonia,Lake Ohrid
North Macedonia,Lipkovo
North Macedonia,Lozovo
North Macedonia,Makedonska Kamenica
North Macedonia,Makedonski Brod
North Macedonia,Mavrovo and Rostuša
North Macedonia,Mogila
North Macedonia,Negotino
North Macedonia,Novatsi
North Macedonia,Novo Selo
North Macedonia,Ohrid
North Macedonia,Pehčevo
North Macedonia,Petrovec
North Macedonia,Plasnica
North Macedonia,Prilep
North Macedonia,Probištip
North Macedonia,Radoviš
North Macedonia,Rankovce
North Macedonia,Resen
North Macedonia,Rosoman
North Macedonia,Saraj
North Macedonia,Sopište
North Macedonia,Star Dojran
North Macedonia,Staro Nagoričane
North Macedonia,Štip
North Macedonia,Struga
North Macedonia,Strumitsa
North Macedonia,Studeničani
North Macedonia,Šuto Orizari
North Macedonia,Sveti Nikole
North Macedonia,Tearce
North Macedonia,Tetovo
North Macedonia,Valandovo
North Macedonia,Vasilevo
North Macedonia,Veles
North Macedonia,Vevčani
North Macedonia,Vinitsa
North Macedonia,Vrapčište
North Macedonia,Zelenikovo
North Macedonia,Želino
North Macedonia,Zrnovci
Northern Cyprus,Gazimağusa
Northern Cyprus,Girne
Northern Cyprus,Güzelyurt
Northern Cyprus,Iskele
Northern Cyprus,Nicosia
Northern Mariana Islands,Northern Islands
Northern Mariana Islands,Rota
Northern Mariana Islands,Saipan
Northern Mariana Islands,Tinian
Norway,Akershus
Norway,Ãstfold
Norway,Aust-Agder
Norway,Buskerud
Norway,Finnmark
Norway,Hedmark
Norway,Hordaland
Norway,Møre og Romsdal
Norway,Nord-Trøndelag
Norway,Nordland
Norway,Oppland
Norway,Oslo
Norway,Rogaland
Norway,Sogn og Fjordane
Norway,Sør-Trøndelag
Norway,Telemark
Norway,Troms
Norway,Vest-Agder
Norway,Vestfold
Oman,Ad Dakhliyah
Oman,Al Batinah North
Oman,Al Batinah South
Oman,Al Buraymi
Oman,Al Dhahira
Oman,Al Wusta
Oman,Ash Sharqiyah North
Oman,Ash Sharqiyah South
Oman,Dhofar
Oman,Musandam
Oman,Muscat
Pa-li-chia-ssu,Xizang
Pakistan,Balochistan
Pakistan,Federally Administered Tribal Ar
Pakistan,Islamabad
Pakistan,Khyber-Pakhtunkhwa
Pakistan,Punjab
Pakistan,Sindh
Palau,Aimeliik
Palau,Airai
Palau,Angaur
Palau,Hatohobei
Palau,Kayangel
Palau,Koror
Palau,Melekeok
Palau,Ngaraard
Palau,Ngarchelong
Palau,Ngardmau
Palau,Ngatpang
Palau,Ngchesar
Palau,Ngeremlengui
Palau,Ngiwal
Palau,Peleliu
Palau,Sonsorol
Palestine,Gaza
Palestine,West Bank
Panama,Bocas del Toro
Panama,Chiriquí
Panama,Coclé
Panama,Colón
Panama,Darién
Panama,Emberá
Panama,Herrera
Panama,Kuna Yala
